<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
EURUSD	D	26/01/20	00:00:00	1.1023900	1.1037400	1.1022800	1.1024100	166000
EURUSD	D	27/01/20	00:00:00	1.1024500	1.1037600	1.1008000	1.1018800	1250425
EURUSD	D	28/01/20	00:00:00	1.1019300	1.1025300	1.0996000	1.1021700	1224167
EURUSD	D	29/01/20	00:00:00	1.1022000	1.1027700	1.0991000	1.1013700	1262860
EURUSD	D	30/01/20	00:00:00	1.1013800	1.1039400	1.1005000	1.1028400	1491048
EURUSD	D	31/01/20	00:00:00	1.1028200	1.1095700	1.1015000	1.1091700	1515167
EURUSD	D	02/02/20	00:00:00	1.1084600	1.1095000	1.1078800	1.1089100	114784
EURUSD	D	03/02/20	00:00:00	1.1089100	1.1089100	1.1034500	1.1061000	941276
EURUSD	D	04/02/20	00:00:00	1.1062000	1.1064200	1.1031000	1.1044600	917686
EURUSD	D	05/02/20	00:00:00	1.1044300	1.1047900	1.0992000	1.1000400	1341541
EURUSD	D	06/02/20	00:00:00	1.1000300	1.1014000	1.0963000	1.0980700	1264683
EURUSD	D	07/02/20	00:00:00	1.0980800	1.0985000	1.0940000	1.0944000	1426180
EURUSD	D	09/02/20	00:00:00	1.0946700	1.0951400	1.0940100	1.0949000	58558
EURUSD	D	10/02/20	00:00:00	1.0948400	1.0957500	1.0906700	1.0910100	1227213
EURUSD	D	11/02/20	00:00:00	1.0910100	1.0924800	1.0890200	1.0918900	1237668
EURUSD	D	12/02/20	00:00:00	1.0918900	1.0925600	1.0863000	1.0874700	1320244
EURUSD	D	13/02/20	00:00:00	1.0874700	1.0889000	1.0833000	1.0840300	1312373
EURUSD	D	14/02/20	00:00:00	1.0841300	1.0861200	1.0825900	1.0830100	1161853
EURUSD	D	16/02/20	00:00:00	1.0824000	1.0844000	1.0818900	1.0840300	63486
EURUSD	D	17/02/20	00:00:00	1.0841300	1.0851000	1.0827000	1.0835000	844744
EURUSD	D	18/02/20	00:00:00	1.0836100	1.0837300	1.0783800	1.0794700	1341478
EURUSD	D	19/02/20	00:00:00	1.0794700	1.0812000	1.0780000	1.0809600	1285243
EURUSD	D	20/02/20	00:00:00	1.0808200	1.0821100	1.0776500	1.0787500	1517435
EURUSD	D	21/02/20	00:00:00	1.0786700	1.0863500	1.0785000	1.0847100	1466565
EURUSD	D	23/02/20	00:00:00	1.0846000	1.0848300	1.0809000	1.0838500	121783
EURUSD	D	24/02/20	00:00:00	1.0838600	1.0872200	1.0804000	1.0848700	1776645
EURUSD	D	25/02/20	00:00:00	1.0848300	1.0890200	1.0828000	1.0879500	1780873
EURUSD	D	26/02/20	00:00:00	1.0879700	1.0908700	1.0854000	1.0886200	1937852
EURUSD	D	27/02/20	00:00:00	1.0886400	1.1006600	1.0883000	1.0996300	2073950
EURUSD	D	28/02/20	00:00:00	1.0996500	1.1053100	1.0948900	1.1028900	2382305
EURUSD	D	01/03/20	00:00:00	1.1012400	1.1073900	1.1009900	1.1051700	113544
EURUSD	D	02/03/20	00:00:00	1.1050200	1.1184600	1.1034200	1.1144300	2869421
EURUSD	D	03/03/20	00:00:00	1.1143400	1.1212900	1.1094000	1.1176500	2229928
EURUSD	D	04/03/20	00:00:00	1.1175600	1.1187600	1.1094000	1.1138000	2043148
EURUSD	D	05/03/20	00:00:00	1.1138200	1.1245000	1.1118000	1.1222500	2002107
EURUSD	D	06/03/20	00:00:00	1.1222600	1.1354800	1.1210400	1.1285000	2652440
EURUSD	D	08/03/20	00:00:00	1.1290000	1.1396500	1.1290000	1.1386800	296701
EURUSD	D	09/03/20	00:00:00	1.1387700	1.1496100	1.1354800	1.1399100	3642665
EURUSD	D	10/03/20	00:00:00	1.1399000	1.1425300	1.1273300	1.1313600	3408687
EURUSD	D	11/03/20	00:00:00	1.1313700	1.1366700	1.1249000	1.1260500	2503228
EURUSD	D	12/03/20	00:00:00	1.1261100	1.1333600	1.1053600	1.1182200	3270007
EURUSD	D	13/03/20	00:00:00	1.1182300	1.1221300	1.1053300	1.1105000	3346280
EURUSD	D	15/03/20	00:00:00	1.1098000	1.1199500	1.1047000	1.1155400	481148
EURUSD	D	16/03/20	00:00:00	1.1153600	1.1236700	1.1082300	1.1163600	5165142
EURUSD	D	17/03/20	00:00:00	1.1163500	1.1189300	1.0952500	1.1016100	4158711
EURUSD	D	18/03/20	00:00:00	1.1015300	1.1045400	1.0800000	1.0943000	4634911
EURUSD	D	19/03/20	00:00:00	1.0943300	1.0949200	1.0652000	1.0654100	4645624
EURUSD	D	20/03/20	00:00:00	1.0654000	1.0831000	1.0635800	1.0692900	5198445
EURUSD	D	22/03/20	00:00:00	1.0690000	1.0712000	1.0633000	1.0688300	480482
EURUSD	D	23/03/20	00:00:00	1.0686800	1.0828200	1.0656000	1.0763200	4417041
EURUSD	D	24/03/20	00:00:00	1.0761200	1.0888100	1.0743900	1.0797800	3949246
EURUSD	D	25/03/20	00:00:00	1.0798200	1.0894000	1.0758000	1.0888000	3693649
EURUSD	D	26/03/20	00:00:00	1.0887700	1.1058900	1.0872500	1.1046900	3336104
EURUSD	D	27/03/20	00:00:00	1.1047400	1.1147300	1.0951900	1.1140000	3301140
EURUSD	D	29/03/20	00:00:00	1.1140000	1.1144400	1.1103600	1.1136100	149503
EURUSD	D	30/03/20	00:00:00	1.1136300	1.1138500	1.1008000	1.1029200	2784462
EURUSD	D	31/03/20	00:00:00	1.1028700	1.1043000	1.0924600	1.1026300	3126786
EURUSD	D	01/04/20	00:00:00	1.1025700	1.1036200	1.0900900	1.0950000	2565342
EURUSD	D	02/04/20	00:00:00	1.0951500	1.0964500	1.0819000	1.0845600	2537644
EURUSD	D	03/04/20	00:00:00	1.0845900	1.0855300	1.0770900	1.0812400	2451479
EURUSD	D	05/04/20	00:00:00	1.0820000	1.0821800	1.0801500	1.0804700	179033
EURUSD	D	06/04/20	00:00:00	1.0805200	1.0835600	1.0767500	1.0798900	2332219
EURUSD	D	07/04/20	00:00:00	1.0798400	1.0926600	1.0788400	1.0893100	2309629
EURUSD	D	08/04/20	00:00:00	1.0893200	1.0897000	1.0827800	1.0859600	2222851
EURUSD	D	09/04/20	00:00:00	1.0859600	1.0951700	1.0839000	1.0922300	2099473
EURUSD	D	10/04/20	00:00:00	1.0922800	1.0952700	1.0917000	1.0928600	950639
EURUSD	D	12/04/20	00:00:00	1.0943000	1.0950000	1.0929000	1.0930800	88021
EURUSD	D	13/04/20	00:00:00	1.0931500	1.0967900	1.0890800	1.0919400	1544002
EURUSD	D	14/04/20	00:00:00	1.0919400	1.0990800	1.0913000	1.0982000	1891527
EURUSD	D	15/04/20	00:00:00	1.0982700	1.0987300	1.0855000	1.0903700	2008548
EURUSD	D	16/04/20	00:00:00	1.0903700	1.0907300	1.0815000	1.0857000	2277694
EURUSD	D	17/04/20	00:00:00	1.0858400	1.0892700	1.0810000	1.0873500	1920248
EURUSD	D	19/04/20	00:00:00	1.0848000	1.0878000	1.0848000	1.0863300	88930
EURUSD	D	20/04/20	00:00:00	1.0863200	1.0896900	1.0839600	1.0863600	1806505
EURUSD	D	21/04/20	00:00:00	1.0862300	1.0880300	1.0814800	1.0855300	1848461
EURUSD	D	22/04/20	00:00:00	1.0856200	1.0885300	1.0801600	1.0806300	1615208
EURUSD	D	23/04/20	00:00:00	1.0805000	1.0846800	1.0753900	1.0773500	2030924
EURUSD	D	24/04/20	00:00:00	1.0773800	1.0829600	1.0725000	1.0824200	1784527
EURUSD	D	26/04/20	00:00:00	1.0822000	1.0824200	1.0807000	1.0820000	67061
EURUSD	D	27/04/20	00:00:00	1.0819300	1.0860400	1.0810000	1.0824100	1770965
EURUSD	D	28/04/20	00:00:00	1.0824400	1.0888500	1.0807500	1.0831400	1782139
EURUSD	D	29/04/20	00:00:00	1.0832500	1.0885700	1.0828900	1.0875800	1866845
EURUSD	D	30/04/20	00:00:00	1.0877300	1.0972800	1.0831400	1.0943900	2080051
EURUSD	D	01/05/20	00:00:00	1.0944800	1.1019000	1.0933000	1.0979800	1539674
EURUSD	D	03/05/20	00:00:00	1.0978000	1.0978000	1.0952000	1.0960800	96397
EURUSD	D	04/05/20	00:00:00	1.0960800	1.0961000	1.0894000	1.0902300	1700428
EURUSD	D	05/05/20	00:00:00	1.0903100	1.0926000	1.0823800	1.0838300	1770081
EURUSD	D	06/05/20	00:00:00	1.0838700	1.0844000	1.0780000	1.0797800	1731174
EURUSD	D	07/05/20	00:00:00	1.0797100	1.0841000	1.0764000	1.0834800	1887936
EURUSD	D	08/05/20	00:00:00	1.0835100	1.0875700	1.0813600	1.0837900	1403786
EURUSD	D	10/05/20	00:00:00	1.0839000	1.0839600	1.0820500	1.0837600	82012
EURUSD	D	11/05/20	00:00:00	1.0837600	1.0850500	1.0799000	1.0808100	1692565
EURUSD	D	12/05/20	00:00:00	1.0809400	1.0885200	1.0782700	1.0845300	1573393
EURUSD	D	13/05/20	00:00:00	1.0845200	1.0896500	1.0810000	1.0820700	1816610
EURUSD	D	14/05/20	00:00:00	1.0821100	1.0824000	1.0773000	1.0805600	1696707
EURUSD	D	15/05/20	00:00:00	1.0804900	1.0851200	1.0787500	1.0817900	1528162
EURUSD	D	17/05/20	00:00:00	1.0838000	1.0838000	1.0806000	1.0818500	72782
EURUSD	D	18/05/20	00:00:00	1.0818700	1.0927000	1.0798000	1.0913700	1630550
EURUSD	D	19/05/20	00:00:00	1.0913900	1.0976100	1.0900600	1.0926000	1629331
EURUSD	D	20/05/20	00:00:00	1.0925000	1.0999000	1.0923900	1.0978900	1517967
EURUSD	D	21/05/20	00:00:00	1.0978200	1.1008500	1.0935800	1.0949000	1563571
EURUSD	D	22/05/20	00:00:00	1.0948700	1.0956000	1.0883900	1.0900000	1362858
EURUSD	D	24/05/20	00:00:00	1.0898000	1.0908300	1.0888000	1.0907700	55313
EURUSD	D	25/05/20	00:00:00	1.0907900	1.0914500	1.0869000	1.0901400	952692
EURUSD	D	26/05/20	00:00:00	1.0900700	1.0996000	1.0895000	1.0978000	1551499
EURUSD	D	27/05/20	00:00:00	1.0978000	1.1030900	1.0932400	1.1016400	2265545
EURUSD	D	28/05/20	00:00:00	1.1016600	1.1093600	1.0990000	1.1077800	2074524
EURUSD	D	29/05/20	00:00:00	1.1077600	1.1145200	1.1068000	1.1106900	2358032
EURUSD	D	31/05/20	00:00:00	1.1105000	1.1122000	1.1101400	1.1115000	97966
EURUSD	D	01/06/20	00:00:00	1.1115800	1.1154100	1.1099000	1.1125000	2048212
EURUSD	D	02/06/20	00:00:00	1.1124400	1.1196000	1.1113000	1.1184000	2346591
EURUSD	D	03/06/20	00:00:00	1.1183100	1.1257900	1.1177600	1.1233600	2519181
EURUSD	D	04/06/20	00:00:00	1.1234800	1.1362700	1.1193000	1.1335300	2793018
EURUSD	D	05/06/20	00:00:00	1.1334000	1.1384000	1.1276000	1.1287300	2573441
EURUSD	D	07/06/20	00:00:00	1.1271000	1.1319800	1.1271000	1.1315200	88565
EURUSD	D	08/06/20	00:00:00	1.1315700	1.1318600	1.1266000	1.1303000	2152843
EURUSD	D	09/06/20	00:00:00	1.1303100	1.1363800	1.1239000	1.1331000	2516099
EURUSD	D	10/06/20	00:00:00	1.1331600	1.1422500	1.1320500	1.1366500	2821155
EURUSD	D	11/06/20	00:00:00	1.1366700	1.1403700	1.1285000	1.1286500	3285237
EURUSD	D	12/06/20	00:00:00	1.1287600	1.1340600	1.1211000	1.1260100	2897746
EURUSD	D	14/06/20	00:00:00	1.1248000	1.1258700	1.1225000	1.1251400	159708
EURUSD	D	15/06/20	00:00:00	1.1251400	1.1338400	1.1225000	1.1337300	3251692
EURUSD	D	16/06/20	00:00:00	1.1335700	1.1353400	1.1226000	1.1263100	2713734
EURUSD	D	17/06/20	00:00:00	1.1265000	1.1293900	1.1205000	1.1241600	2535380
EURUSD	D	18/06/20	00:00:00	1.1242000	1.1261400	1.1184000	1.1207200	2375855
EURUSD	D	19/06/20	00:00:00	1.1207200	1.1254400	1.1166000	1.1176000	2234771
EURUSD	D	21/06/20	00:00:00	1.1190000	1.1194000	1.1167000	1.1176400	93933
EURUSD	D	22/06/20	00:00:00	1.1176500	1.1281000	1.1172000	1.1277800	1979244
EURUSD	D	23/06/20	00:00:00	1.1277600	1.1348600	1.1231000	1.1312400	2482232
EURUSD	D	24/06/20	00:00:00	1.1312100	1.1325800	1.1246000	1.1249700	2216060
EURUSD	D	25/06/20	00:00:00	1.1249500	1.1259700	1.1189000	1.1216300	2372964
EURUSD	D	26/06/20	00:00:00	1.1217000	1.1239400	1.1193600	1.1217600	1726314
EURUSD	D	28/06/20	00:00:00	1.1224000	1.1228100	1.1215500	1.1221600	66314
EURUSD	D	29/06/20	00:00:00	1.1221700	1.1287900	1.1217000	1.1246600	1890889
EURUSD	D	30/06/20	00:00:00	1.1245800	1.1262000	1.1188500	1.1233000	2019160
EURUSD	D	01/07/20	00:00:00	1.1233200	1.1275200	1.1182900	1.1250000	2039640
EURUSD	D	02/07/20	00:00:00	1.1251200	1.1302700	1.1221500	1.1237200	2027183
EURUSD	D	03/07/20	00:00:00	1.1237700	1.1251800	1.1217800	1.1246400	1593206
EURUSD	D	05/07/20	00:00:00	1.1243000	1.1249500	1.1240300	1.1246500	44477
EURUSD	D	06/07/20	00:00:00	1.1245700	1.1345500	1.1245000	1.1311500	1821624
EURUSD	D	07/07/20	00:00:00	1.1312100	1.1332600	1.1256900	1.1273600	1992425
EURUSD	D	08/07/20	00:00:00	1.1274100	1.1351800	1.1260600	1.1336900	1908772
EURUSD	D	09/07/20	00:00:00	1.1337100	1.1370600	1.1278800	1.1287100	2221779
EURUSD	D	10/07/20	00:00:00	1.1288200	1.1325000	1.1253000	1.1297300	1796583
EURUSD	D	12/07/20	00:00:00	1.1299000	1.1317400	1.1297000	1.1308600	76350
EURUSD	D	13/07/20	00:00:00	1.1307300	1.1374900	1.1299000	1.1343800	1604320
EURUSD	D	14/07/20	00:00:00	1.1344500	1.1411600	1.1322900	1.1408000	1987211
EURUSD	D	15/07/20	00:00:00	1.1410600	1.1452000	1.1389000	1.1416800	1806871
EURUSD	D	16/07/20	00:00:00	1.1417000	1.1441800	1.1369000	1.1387800	1963818
EURUSD	D	17/07/20	00:00:00	1.1387000	1.1443700	1.1376000	1.1425300	1433588
EURUSD	D	19/07/20	00:00:00	1.1402000	1.1445700	1.1402000	1.1441200	83815
EURUSD	D	20/07/20	00:00:00	1.1441700	1.1467700	1.1401000	1.1454900	1542749
EURUSD	D	21/07/20	00:00:00	1.1455400	1.1542300	1.1421000	1.1534100	1593958
EURUSD	D	22/07/20	00:00:00	1.1533300	1.1601500	1.1504900	1.1563600	1805744
EURUSD	D	23/07/20	00:00:00	1.1564000	1.1627200	1.1538900	1.1594500	1706275
EURUSD	D	24/07/20	00:00:00	1.1595200	1.1658100	1.1579600	1.1656000	1665407
EURUSD	D	26/07/20	00:00:00	1.1651000	1.1656000	1.1638000	1.1648700	114587
EURUSD	D	27/07/20	00:00:00	1.1649700	1.1781500	1.1648000	1.1768200	1866105
EURUSD	D	28/07/20	00:00:00	1.1768200	1.1773700	1.1697000	1.1718000	1829011
EURUSD	D	29/07/20	00:00:00	1.1718100	1.1806400	1.1712000	1.1780700	1781041
EURUSD	D	30/07/20	00:00:00	1.1779400	1.1876400	1.1728800	1.1871700	1975315
EURUSD	D	31/07/20	00:00:00	1.1872000	1.1908800	1.1760000	1.1771000	2134794
EURUSD	D	02/08/20	00:00:00	1.1779000	1.1796800	1.1770000	1.1780200	87682
EURUSD	D	03/08/20	00:00:00	1.1780600	1.1788900	1.1694000	1.1760300	1782012
EURUSD	D	04/08/20	00:00:00	1.1760400	1.1815000	1.1720000	1.1813300	1776005
EURUSD	D	05/08/20	00:00:00	1.1813400	1.1904900	1.1798000	1.1872000	1620524
EURUSD	D	06/08/20	00:00:00	1.1871800	1.1916200	1.1816900	1.1874500	1892537
EURUSD	D	07/08/20	00:00:00	1.1875500	1.1882000	1.1754000	1.1787000	1841228
EURUSD	D	09/08/20	00:00:00	1.1783000	1.1792000	1.1772000	1.1781000	70010
EURUSD	D	10/08/20	00:00:00	1.1780200	1.1800700	1.1734000	1.1735100	1422427
EURUSD	D	11/08/20	00:00:00	1.1736100	1.1808000	1.1720000	1.1734700	1819421
EURUSD	D	12/08/20	00:00:00	1.1734500	1.1817100	1.1709000	1.1793800	1812639
EURUSD	D	13/08/20	00:00:00	1.1793000	1.1864200	1.1792000	1.1815300	1673634
EURUSD	D	14/08/20	00:00:00	1.1815300	1.1850400	1.1780000	1.1840800	1414842
EURUSD	D	16/08/20	00:00:00	1.1839000	1.1853000	1.1831300	1.1851700	51286
EURUSD	D	17/08/20	00:00:00	1.1852000	1.1881000	1.1827000	1.1874500	1314313
EURUSD	D	18/08/20	00:00:00	1.1874500	1.1965600	1.1872000	1.1946200	1623685
EURUSD	D	19/08/20	00:00:00	1.1946300	1.1952700	1.1829000	1.1843600	1753928
EURUSD	D	20/08/20	00:00:00	1.1843300	1.1871100	1.1801000	1.1869600	1784659
EURUSD	D	21/08/20	00:00:00	1.1868400	1.1882900	1.1753000	1.1795800	1547292
EURUSD	D	23/08/20	00:00:00	1.1796000	1.1806800	1.1787500	1.1797300	62670
EURUSD	D	24/08/20	00:00:00	1.1798300	1.1849600	1.1782000	1.1792600	1371431
EURUSD	D	25/08/20	00:00:00	1.1793200	1.1843900	1.1782000	1.1833900	1542067
EURUSD	D	26/08/20	00:00:00	1.1833100	1.1840600	1.1771000	1.1839100	1477071
EURUSD	D	27/08/20	00:00:00	1.1839300	1.1901900	1.1761000	1.1820400	2123516
EURUSD	D	28/08/20	00:00:00	1.1820000	1.1919700	1.1809000	1.1900800	1842247
EURUSD	D	30/08/20	00:00:00	1.1904200	1.1920200	1.1897900	1.1917200	82240
EURUSD	D	31/08/20	00:00:00	1.1916000	1.1966100	1.1883000	1.1935700	1548082
EURUSD	D	01/09/20	00:00:00	1.1936500	1.2011400	1.1900000	1.1922300	1983008
EURUSD	D	02/09/20	00:00:00	1.1921500	1.1924100	1.1821000	1.1845200	1808247
EURUSD	D	03/09/20	00:00:00	1.1845000	1.1864600	1.1787000	1.1840700	1868807
EURUSD	D	04/09/20	00:00:00	1.1840400	1.1865400	1.1779000	1.1838900	1905212
EURUSD	D	06/09/20	00:00:00	1.1839000	1.1850600	1.1832000	1.1834200	62015
EURUSD	D	07/09/20	00:00:00	1.1833700	1.1848700	1.1808600	1.1818800	1099712
EURUSD	D	08/09/20	00:00:00	1.1818300	1.1827600	1.1755900	1.1766500	1909609
EURUSD	D	09/09/20	00:00:00	1.1765900	1.1834200	1.1751000	1.1803500	1728385
EURUSD	D	10/09/20	00:00:00	1.1802700	1.1917500	1.1799000	1.1823100	2067261
EURUSD	D	11/09/20	00:00:00	1.1822300	1.1874200	1.1822000	1.1845300	1455300
EURUSD	D	13/09/20	00:00:00	1.1832000	1.1847500	1.1832000	1.1840500	49293
EURUSD	D	14/09/20	00:00:00	1.1840300	1.1888000	1.1831000	1.1866100	1244511
EURUSD	D	15/09/20	00:00:00	1.1867100	1.1900500	1.1838000	1.1841100	1360881
EURUSD	D	16/09/20	00:00:00	1.1841600	1.1882600	1.1786000	1.1804300	1834491
EURUSD	D	17/09/20	00:00:00	1.1804300	1.1856100	1.1736000	1.1847000	1910086
EURUSD	D	18/09/20	00:00:00	1.1846300	1.1870500	1.1825000	1.1839000	1455060
EURUSD	D	20/09/20	00:00:00	1.1840000	1.1850000	1.1838700	1.1845600	66879
EURUSD	D	21/09/20	00:00:00	1.1845000	1.1871900	1.1730000	1.1762900	1869222
EURUSD	D	22/09/20	00:00:00	1.1762500	1.1771600	1.1690000	1.1704000	1931375
EURUSD	D	23/09/20	00:00:00	1.1705300	1.1719000	1.1648000	1.1655700	1877347
EURUSD	D	24/09/20	00:00:00	1.1655700	1.1687000	1.1625000	1.1673600	1894519
EURUSD	D	25/09/20	00:00:00	1.1673400	1.1685100	1.1611000	1.1630000	1586949
EURUSD	D	27/09/20	00:00:00	1.1633000	1.1637900	1.1613100	1.1634100	58047
EURUSD	D	28/09/20	00:00:00	1.1634200	1.1680000	1.1613000	1.1676100	1460032
EURUSD	D	29/09/20	00:00:00	1.1675900	1.1745800	1.1663000	1.1741400	1472903
EURUSD	D	30/09/20	00:00:00	1.1741400	1.1755000	1.1683000	1.1723200	1945169
EURUSD	D	01/10/20	00:00:00	1.1723000	1.1769600	1.1715000	1.1743000	1868247
EURUSD	D	02/10/20	00:00:00	1.1743000	1.1744600	1.1694000	1.1716000	1993058
EURUSD	D	04/10/20	00:00:00	1.1710200	1.1720100	1.1704600	1.1719100	74202
EURUSD	D	05/10/20	00:00:00	1.1718600	1.1797500	1.1716000	1.1788000	1866521
EURUSD	D	06/10/20	00:00:00	1.1788800	1.1807700	1.1729000	1.1736000	2452362
EURUSD	D	07/10/20	00:00:00	1.1736900	1.1782000	1.1723000	1.1765000	2109611
EURUSD	D	08/10/20	00:00:00	1.1764800	1.1781800	1.1731000	1.1766400	1799457
EURUSD	D	09/10/20	00:00:00	1.1766200	1.1831000	1.1755700	1.1826000	1741669
EURUSD	D	11/10/20	00:00:00	1.1805800	1.1823200	1.1795800	1.1814000	88109
EURUSD	D	12/10/20	00:00:00	1.1814900	1.1826800	1.1785000	1.1812700	1488529
EURUSD	D	13/10/20	00:00:00	1.1812700	1.1814000	1.1728000	1.1742000	1834867
EURUSD	D	14/10/20	00:00:00	1.1742100	1.1771000	1.1718400	1.1744300	1897354
EURUSD	D	15/10/20	00:00:00	1.1744400	1.1757800	1.1687000	1.1705500	1969607
EURUSD	D	16/10/20	00:00:00	1.1705500	1.1746200	1.1692000	1.1715800	1819439
EURUSD	D	18/10/20	00:00:00	1.1715800	1.1722900	1.1709900	1.1714000	67556
EURUSD	D	19/10/20	00:00:00	1.1714200	1.1793800	1.1701000	1.1768200	1750575
EURUSD	D	20/10/20	00:00:00	1.1768200	1.1840800	1.1758000	1.1828700	1756540
EURUSD	D	21/10/20	00:00:00	1.1828800	1.1880700	1.1827000	1.1850700	2085573
EURUSD	D	22/10/20	00:00:00	1.1851400	1.1866900	1.1810000	1.1813000	1751472
EURUSD	D	23/10/20	00:00:00	1.1814600	1.1865000	1.1785000	1.1859000	1619079
EURUSD	D	25/10/20	00:00:00	1.1858000	1.1859900	1.1838000	1.1847800	99347
EURUSD	D	26/10/20	00:00:00	1.1847900	1.1850700	1.1801000	1.1808900	1400909
EURUSD	D	27/10/20	00:00:00	1.1808900	1.1838800	1.1768000	1.1780000	1318316
EURUSD	D	28/10/20	00:00:00	1.1781600	1.1788000	1.1716000	1.1747300	1565690
EURUSD	D	29/10/20	00:00:00	1.1748000	1.1758800	1.1648000	1.1678100	1691394
EURUSD	D	30/10/20	00:00:00	1.1677800	1.1704300	1.1638000	1.1645900	1596793
EURUSD	D	01/11/20	00:00:00	1.1638000	1.1651200	1.1637000	1.1641200	45036
EURUSD	D	02/11/20	00:00:00	1.1641200	1.1656000	1.1621000	1.1640400	1324958
EURUSD	D	03/11/20	00:00:00	1.1640400	1.1764100	1.1635000	1.1760000	1314485
EURUSD	D	04/11/20	00:00:00	1.1761300	1.1771000	1.1601600	1.1731900	2655315
EURUSD	D	05/11/20	00:00:00	1.1732100	1.1859800	1.1709000	1.1816500	2032038
EURUSD	D	06/11/20	00:00:00	1.1816600	1.1891000	1.1794000	1.1874500	1823602
EURUSD	D	08/11/20	00:00:00	1.1875000	1.1895000	1.1875000	1.1892200	61026
EURUSD	D	09/11/20	00:00:00	1.1892300	1.1920100	1.1794000	1.1823100	1966090
EURUSD	D	10/11/20	00:00:00	1.1824100	1.1843300	1.1778000	1.1818300	1925992
EURUSD	D	11/11/20	00:00:00	1.1818300	1.1832700	1.1744000	1.1779200	1332860
EURUSD	D	12/11/20	00:00:00	1.1779300	1.1823200	1.1757000	1.1804000	1464454
EURUSD	D	13/11/20	00:00:00	1.1803200	1.1837500	1.1797000	1.1832000	1314209
EURUSD	D	15/11/20	00:00:00	1.1809000	1.1848900	1.1809000	1.1844500	47646
EURUSD	D	16/11/20	00:00:00	1.1844700	1.1869000	1.1812000	1.1858300	1753887
EURUSD	D	17/11/20	00:00:00	1.1859100	1.1894000	1.1841600	1.1863400	1540944
EURUSD	D	18/11/20	00:00:00	1.1863600	1.1891100	1.1843000	1.1845000	1410443
EURUSD	D	19/11/20	00:00:00	1.1844700	1.1882600	1.1814000	1.1865300	1685295
EURUSD	D	20/11/20	00:00:00	1.1865100	1.1890800	1.1848000	1.1855000	1460893
EURUSD	D	22/11/20	00:00:00	1.1858000	1.1866100	1.1850700	1.1865400	41601
EURUSD	D	23/11/20	00:00:00	1.1865700	1.1906100	1.1798900	1.1842100	1573624
EURUSD	D	24/11/20	00:00:00	1.1842100	1.1898000	1.1837000	1.1896000	1657499
EURUSD	D	25/11/20	00:00:00	1.1897300	1.1929700	1.1880000	1.1916400	1886569
EURUSD	D	26/11/20	00:00:00	1.1916500	1.1940900	1.1884000	1.1910000	1091186
EURUSD	D	27/11/20	00:00:00	1.1910900	1.1964100	1.1908000	1.1963000	1254555
EURUSD	D	29/11/20	00:00:00	1.1956800	1.1973900	1.1956700	1.1971500	47812
EURUSD	D	30/11/20	00:00:00	1.1972100	1.2003300	1.1921700	1.1937000	1794767
EURUSD	D	01/12/20	00:00:00	1.1937200	1.2076700	1.1934000	1.2069700	1857767
EURUSD	D	02/12/20	00:00:00	1.2070500	1.2118500	1.2038000	1.2113000	1984736
EURUSD	D	03/12/20	00:00:00	1.2113800	1.2174600	1.2099000	1.2144500	1666064
